Arrest_Quarter,Perceived_Race,Sex,Age_group__at_arrest_,ArrestLocDiv,Occurrence_Category,Actions_at_arrest___Concealed_i,Actions_at_arrest___Combative__,Actions_at_arrest___Resisted__d,Actions_at_arrest___Mental_inst,Actions_at_arrest___Assaulted_o,Actions_at_arrest___Cooperative,cfs_list
0,Black,M,3,41,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,"[[0, 'Black', 'M', 3, '14', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [0, 'Black', 'M', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [0, 'Black', 'M', 3, '14', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [0, 'Black', 'M', 3, '14', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 0, 1], [0, 'Black', 'M', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [0, 'Black', 'M', 3, '51', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 0, 1], [0, 'Black', 'M', 3, '14', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 0, 1], [0, 'Black', 'M', 3, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 0, 1], [0, 'Black', 'M', 3, '55', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 0, 1], [0, 'Black', 'M', 3, '13', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 0, 1]]"
3,White,M,4,XX,Other Statute,0,0,0,0,0,1,[]
0,Black,M,3,XX,Vehicle Related,0,0,0,0,0,0,"[[0, 'Black', 'M', 3, '55', 'Vehicle Related', 1, 0, 1, 0, 1, 0, 1], [0, 'Black', 'M', 3, '55', 'Vehicle Related', 1, 0, 1, 0, 1, 1, 1], [0, 'Black', 'M', 3, '55', 'Vehicle Related', 1, 0, 0, 1, 0, 0, 1], [0, 'Black', 'M', 3, '55', 'Vehicle Related', 0, 0, 0, 1, 1, 0, 1], [0, 'Black', 'M', 3, '55', 'Vehicle Related', 0, 0, 0, 0, 0, 1, 1], [0, 'Black', 'M', 3, '55', 'Vehicle Related', 0, 1, 0, 1, 0, 0, 1], [0, 'Black', 'M', 3, '55', 'Vehicle Related', 0, 0, 0, 1, 1, 0, 1], [0, 'Black', 'M', 3, '55', 'Vehicle Related', 1, 0, 0, 1, 0, 0, 1], [0, 'Black', 'M', 3, '55', 'Vehicle Related', 0, 1, 1, 1, 0, 0, 1]]"
4,White,F,2,XX,Robbery/Theft,0,0,0,0,0,1,[]
0,Indigenous,M,3,XX,LLA,0,0,0,0,0,1,[]
0,Black,M,2,XX,Police Category - Incident,0,0,1,0,0,0,[]
3,Unknown or Legacy,M,1,XX,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,"[[3, 'Unknown or Legacy', 'M', 1, '32', 'FTA/FTC/Compliance Check/Parollee', 1, 1, 0, 0, 0, 0, 1], [3, 'Unknown or Legacy', 'M', 1, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [3, 'Unknown or Legacy', 'M', 1, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [3, 'Unknown or Legacy', 'M', 1, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [3, 'Unknown or Legacy', 'M', 1, '14', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 0, 1], [3, 'Unknown or Legacy', 'M', 1, '32', 'FTA/FTC/Compliance Check/Parollee', 0, 1, 0, 0, 0, 0, 1], [3, 'Unknown or Legacy', 'M', 1, '43', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [3, 'Unknown or Legacy', 'M', 1, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 0, 1], [3, 'Unknown or Legacy', 'M', 1, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [3, 'Unknown or Legacy', 'M', 1, '43', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 1, 0, 0, 1]]"
0,White,F,2,XX,Assault,0,0,0,0,0,0,"[[0, 'White', 'F', 2, '53', 'Assault', 1, 0, 0, 0, 0, 1, 1], [0, 'White', 'F', 2, '51', 'Assault', 0, 0, 1, 0, 0, 0, 1], [0, 'White', 'F', 2, '53', 'Assault', 1, 1, 1, 0, 0, 0, 1], [0, 'White', 'F', 2, '53', 'Assault', 1, 0, 1, 0, 0, 1, 1], [0, 'White', 'F', 2, '51', 'Assault', 0, 0, 0, 1, 0, 0, 1], [0, 'White', 'F', 2, '53', 'Assault', 0, 0, 1, 1, 0, 0, 1], [0, 'White', 'F', 2, '53', 'Assault', 1, 0, 1, 0, 0, 0, 1], [0, 'White', 'F', 2, '53', 'Assault', 1, 0, 1, 1, 0, 0, 1], [0, 'White', 'F', 2, '53', 'Assault', 0, 0, 1, 0, 0, 0, 1], [0, 'White', 'F', 2, '53', 'Assault', 0, 0, 1, 1, 0, 0, 1]]"
3,Black,M,6,XX,Vehicle Related,0,0,0,0,0,0,"[[3, 'Black', 'M', 6, '55', 'Vehicle Related', 0, 0, 0, 0, 0, 0, 1], [3, 'Black', 'M', 6, '55', 'Vehicle Related', 1, 0, 1, 1, 1, 0, 1], [3, 'Black', 'M', 6, '55', 'Vehicle Related', 1, 0, 0, 1, 0, 0, 1], [3, 'Black', 'M', 6, '55', 'Vehicle Related', 1, 0, 1, 1, 1, 0, 1]]"
4,White,M,5,XX,Assault & Other crimes against persons,0,0,0,0,0,1,"[[4, 'White', 'M', 5, '52', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 5, '52', 'Assault & Other crimes against persons', 1, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 5, '52', 'Assault & Other crimes against persons', 1, 0, 1, 0, 0, 1, 1], [4, 'White', 'M', 5, '52', 'Assault & Other crimes against persons', 0, 1, 0, 0, 0, 0, 1], [4, 'White', 'M', 5, '52', 'Assault & Other crimes against persons', 1, 1, 0, 0, 0, 0, 1]]"
1,South Asian,M,1,XX,Police Category - Administrative,0,0,0,0,0,1,"[[1, 'South Asian', 'M', 1, '52', 'Police Category - Administrative', 0, 0, 0, 0, 0, 1, 1], [1, 'South Asian', 'M', 1, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 0, 1], [1, 'South Asian', 'M', 1, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 1, 1], [1, 'South Asian', 'M', 1, '53', 'Police Category - Administrative', 0, 1, 0, 0, 0, 1, 1], [1, 'South Asian', 'M', 1, '51', 'Police Category - Administrative', 0, 0, 1, 0, 0, 1, 1], [1, 'South Asian', 'M', 1, '53', 'Police Category - Administrative', 0, 1, 0, 0, 1, 1, 1], [1, 'South Asian', 'M', 1, '52', 'Police Category - Administrative', 0, 0, 0, 1, 0, 1, 1], [1, 'South Asian', 'M', 1, '51', 'Police Category - Administrative', 0, 0, 1, 0, 0, 1, 1], [1, 'South Asian', 'M', 1, '53', 'Police Category - Administrative', 0, 0, 0, 1, 0, 1, 1], [1, 'South Asian', 'M', 1, '51', 'Police Category - Administrative', 0, 0, 0, 1, 0, 1, 1]]"
0,Unknown or Legacy,M,5,41,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,"[[0, 'Unknown or Legacy', 'M', 5, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 5, '14', 'FTA/FTC/Compliance Check/Parollee', 1, 1, 0, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 5, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 1, 1, 1], [0, 'Unknown or Legacy', 'M', 5, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 1, 0, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 5, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 5, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 5, '51', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 5, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 1, 1, 0, 1, 1, 1], [0, 'Unknown or Legacy', 'M', 5, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 1, 1], [0, 'Unknown or Legacy', 'M', 5, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 1, 1]]"
0,White,M,2,XX,Robbery/Theft,0,0,0,0,0,0,"[[0, 'White', 'M', 2, 'XX', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 2, 'XX', 'Robbery/Theft', 0, 0, 1, 0, 0, 0, 1], [0, 'White', 'M', 2, '51', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 2, 'XX', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 2, 'XX', 'Robbery/Theft', 0, 0, 1, 0, 0, 0, 1], [0, 'White', 'M', 2, 'XX', 'Robbery/Theft', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 2, '53', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 2, 'XX', 'Robbery/Theft', 0, 0, 1, 0, 0, 1, 1], [0, 'White', 'M', 2, '51', 'Robbery/Theft', 0, 0, 1, 0, 0, 0, 1], [0, 'White', 'M', 2, '53', 'Robbery/Theft', 1, 0, 0, 0, 0, 0, 1]]"
0,White,M,2,XX,Assault,0,0,0,0,0,1,"[[0, 'White', 'M', 2, '52', 'Assault', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 2, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 2, '52', 'Assault', 1, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 2, '53', 'Assault', 0, 0, 1, 0, 0, 1, 1], [0, 'White', 'M', 2, '51', 'Assault', 1, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 2, '53', 'Assault', 1, 0, 1, 0, 0, 1, 1], [0, 'White', 'M', 2, '14', 'Assault', 0, 0, 1, 0, 0, 0, 1], [0, 'White', 'M', 2, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 2, '22', 'Assault', 0, 0, 1, 0, 0, 1, 1], [0, 'White', 'M', 2, '53', 'Assault', 0, 0, 0, 0, 0, 0, 1]]"
3,White,M,1,31,"FTA/FTC, Compliance Check & Parollee",0,0,0,0,0,1,"[[3, 'White', 'M', 1, '43', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 1, '31', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 1, '43', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 1, '22', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 1, '31', 'FTA/FTC, Compliance Check & Parollee', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 1, '13', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 1, 0, 1, 1], [3, 'White', 'M', 1, '42', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 1, '14', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 1, '31', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 1, '14', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 1, 1]]"
1,Black,M,4,54,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,"[[1, 'Black', 'M', 4, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [1, 'Black', 'M', 4, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 1, 1], [1, 'Black', 'M', 4, '14', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [1, 'Black', 'M', 4, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [1, 'Black', 'M', 4, '14', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [1, 'Black', 'M', 4, '51', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [1, 'Black', 'M', 4, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [1, 'Black', 'M', 4, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [1, 'Black', 'M', 4, '14', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [1, 'Black', 'M', 4, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 1, 1]]"
3,White,M,3,52,Assault,0,0,0,0,0,0,"[[3, 'White', 'M', 3, '52', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 3, '14', 'Assault', 0, 0, 1, 0, 0, 0, 1], [3, 'White', 'M', 3, '52', 'Assault', 1, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 3, '52', 'Assault', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 3, '53', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 3, '52', 'Assault', 0, 0, 1, 0, 0, 0, 1], [3, 'White', 'M', 3, '52', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 3, '52', 'Assault', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 3, '52', 'Assault', 1, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 3, '52', 'Assault', 1, 0, 1, 0, 0, 0, 1]]"
1,White,M,6,XX,Other Statute & Other Incident Type,0,0,0,0,0,0,"[[1, 'White', 'M', 6, '53', 'Other Statute & Other Incident Type', 1, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 6, '55', 'Other Statute & Other Incident Type', 1, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 6, '52', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 6, '55', 'Other Statute & Other Incident Type', 1, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 6, '55', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 6, '53', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 6, '55', 'Other Statute & Other Incident Type', 1, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 6, '53', 'Other Statute & Other Incident Type', 1, 0, 1, 0, 0, 1, 1], [1, 'White', 'M', 6, '55', 'Other Statute & Other Incident Type', 0, 0, 0, 1, 0, 0, 1], [1, 'White', 'M', 6, '53', 'Other Statute & Other Incident Type', 1, 0, 1, 0, 0, 0, 1]]"
0,East/Southeast Asian,M,2,13,Police Category - Administrative,0,0,0,0,0,1,"[[0, 'East/Southeast Asian', 'M', 2, '53', 'Police Category - Administrative', 0, 1, 0, 0, 0, 1, 1], [0, 'East/Southeast Asian', 'M', 2, '53', 'Police Category - Administrative', 0, 1, 0, 0, 1, 1, 1], [0, 'East/Southeast Asian', 'M', 2, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 1, 1], [0, 'East/Southeast Asian', 'M', 2, '53', 'Police Category - Administrative', 0, 0, 0, 0, 1, 0, 1], [0, 'East/Southeast Asian', 'M', 2, '53', 'Police Category - Administrative', 0, 1, 1, 0, 1, 1, 1], [0, 'East/Southeast Asian', 'M', 2, '53', 'Police Category - Administrative', 0, 0, 1, 0, 0, 1, 1], [0, 'East/Southeast Asian', 'M', 2, '53', 'Police Category - Administrative', 0, 1, 0, 0, 1, 1, 1], [0, 'East/Southeast Asian', 'M', 2, '53', 'Police Category - Administrative', 0, 0, 0, 0, 0, 1, 1], [0, 'East/Southeast Asian', 'M', 2, '53', 'Police Category - Administrative', 0, 0, 1, 0, 1, 1, 1], [0, 'East/Southeast Asian', 'M', 2, '53', 'Police Category - Administrative', 0, 0, 1, 1, 0, 1, 1]]"
1,White,M,3,13,Assault & Other crimes against persons,0,0,0,0,0,1,"[[1, 'White', 'M', 3, '55', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 3, '41', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 3, '13', 'Assault & Other crimes against persons', 1, 0, 1, 0, 0, 1, 1], [1, 'White', 'M', 3, '51', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 3, '43', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 3, '13', 'Assault & Other crimes against persons', 0, 0, 0, 0, 1, 1, 1], [1, 'White', 'M', 3, '52', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 3, '13', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 3, '13', 'Assault & Other crimes against persons', 0, 0, 1, 0, 0, 1, 1], [1, 'White', 'M', 3, 'XX', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1]]"
0,South Asian,M,5,52,Other Statute,0,0,0,0,0,0,[]
4,Latino,M,5,31,"FTA/FTC, Compliance Check & Parollee",0,0,0,0,0,1,"[[4, 'Latino', 'M', 5, '53', 'FTA/FTC, Compliance Check & Parollee', 0, 1, 0, 0, 0, 1, 1], [4, 'Latino', 'M', 5, '31', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 1, 1], [4, 'Latino', 'M', 5, '43', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 1, 1], [4, 'Latino', 'M', 5, '14', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 0, 1], [4, 'Latino', 'M', 5, '14', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 1, 0, 1, 1], [4, 'Latino', 'M', 5, '52', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 1, 1], [4, 'Latino', 'M', 5, '55', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 1, 1], [4, 'Latino', 'M', 5, '43', 'FTA/FTC, Compliance Check & Parollee', 1, 0, 0, 0, 0, 1, 1], [4, 'Latino', 'M', 5, '12', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 1, 1], [4, 'Latino', 'M', 5, '52', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 1, 1]]"
3,Black,M,2,41,Assault,0,0,0,0,0,0,"[[3, 'Black', 'M', 2, '14', 'Assault', 0, 0, 1, 0, 0, 0, 1], [3, 'Black', 'M', 2, '14', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'Black', 'M', 2, '23', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'Black', 'M', 2, '51', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'Black', 'M', 2, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1], [3, 'Black', 'M', 2, '53', 'Assault', 1, 1, 0, 0, 0, 0, 1], [3, 'Black', 'M', 2, '14', 'Assault', 0, 0, 1, 0, 0, 1, 1], [3, 'Black', 'M', 2, '53', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'Black', 'M', 2, '53', 'Assault', 0, 0, 1, 0, 0, 0, 1], [3, 'Black', 'M', 2, '53', 'Assault', 1, 0, 0, 0, 0, 0, 1]]"
4,Middle-Eastern,M,2,XX,Drug Related,0,0,0,0,0,0,"[[4, 'Middle-Eastern', 'M', 2, '51', 'Drug Related', 0, 0, 0, 0, 0, 0, 1], [4, 'Middle-Eastern', 'M', 2, '51', 'Drug Related', 0, 0, 0, 0, 0, 0, 1], [4, 'Middle-Eastern', 'M', 2, '54', 'Drug Related', 0, 0, 0, 0, 0, 1, 1], [4, 'Middle-Eastern', 'M', 2, '42', 'Drug Related', 0, 0, 0, 0, 0, 0, 1], [4, 'Middle-Eastern', 'M', 2, '52', 'Drug Related', 0, 0, 0, 0, 0, 1, 1], [4, 'Middle-Eastern', 'M', 2, '51', 'Drug Related', 0, 0, 0, 0, 0, 1, 1], [4, 'Middle-Eastern', 'M', 2, '14', 'Drug Related', 0, 1, 0, 0, 0, 0, 1], [4, 'Middle-Eastern', 'M', 2, '41', 'Drug Related', 0, 0, 0, 0, 0, 0, 1], [4, 'Middle-Eastern', 'M', 2, '14', 'Drug Related', 0, 0, 1, 0, 0, 0, 1], [4, 'Middle-Eastern', 'M', 2, '32', 'Drug Related', 0, 0, 0, 0, 0, 0, 1]]"
4,Middle-Eastern,M,3,XX,Assault,0,0,0,0,0,0,"[[4, 'Middle-Eastern', 'M', 3, '52', 'Assault', 1, 0, 0, 0, 0, 0, 1], [4, 'Middle-Eastern', 'M', 3, '52', 'Assault', 0, 0, 0, 0, 0, 0, 1], [4, 'Middle-Eastern', 'M', 3, '52', 'Assault', 1, 0, 1, 0, 0, 0, 1], [4, 'Middle-Eastern', 'M', 3, '52', 'Assault', 0, 0, 1, 0, 0, 1, 1], [4, 'Middle-Eastern', 'M', 3, '52', 'Assault', 0, 1, 0, 0, 0, 0, 1], [4, 'Middle-Eastern', 'M', 3, '52', 'Assault', 0, 0, 1, 0, 0, 0, 1], [4, 'Middle-Eastern', 'M', 3, '52', 'Assault', 1, 0, 1, 0, 0, 1, 1]]"
4,White,M,3,XX,Robbery & Theft,0,0,0,0,0,0,"[[4, 'White', 'M', 3, '53', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 3, '52', 'Robbery & Theft', 0, 1, 0, 0, 0, 0, 1], [4, 'White', 'M', 3, '51', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 3, '52', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 3, '52', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 3, '51', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 3, '43', 'Robbery & Theft', 1, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 3, '12', 'Robbery & Theft', 0, 1, 0, 0, 0, 0, 1], [4, 'White', 'M', 3, '12', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 3, '53', 'Robbery & Theft', 1, 0, 0, 0, 0, 0, 1]]"
3,Black,F,3,XX,Assault,0,0,0,0,0,1,"[[3, 'Black', 'F', 3, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1], [3, 'Black', 'F', 3, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1], [3, 'Black', 'F', 3, '53', 'Assault', 1, 0, 0, 0, 0, 1, 1], [3, 'Black', 'F', 3, '53', 'Assault', 0, 0, 0, 0, 0, 0, 1], [3, 'Black', 'F', 3, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1], [3, 'Black', 'F', 3, '53', 'Assault', 1, 0, 0, 0, 0, 1, 1], [3, 'Black', 'F', 3, '53', 'Assault', 0, 1, 1, 0, 0, 1, 1], [3, 'Black', 'F', 3, '53', 'Assault', 0, 0, 0, 0, 0, 1, 1], [3, 'Black', 'F', 3, '53', 'Assault', 1, 0, 1, 0, 0, 1, 1], [3, 'Black', 'F', 3, '53', 'Assault', 0, 0, 1, 0, 0, 1, 1]]"
3,Black,M,0,43,Robbery/Theft,0,0,0,0,0,1,"[[3, 'Black', 'M', 0, '53', 'Robbery/Theft', 1, 0, 0, 0, 0, 1, 1], [3, 'Black', 'M', 0, '53', 'Robbery/Theft', 0, 0, 0, 0, 0, 1, 1], [3, 'Black', 'M', 0, '53', 'Robbery/Theft', 0, 0, 1, 0, 0, 1, 1], [3, 'Black', 'M', 0, '53', 'Robbery/Theft', 0, 1, 0, 0, 0, 0, 1]]"
3,White,M,1,XX,Mischief,0,0,0,0,0,1,"[[3, 'White', 'M', 1, '52', 'Mischief', 0, 0, 1, 0, 0, 1, 1], [3, 'White', 'M', 1, '42', 'Mischief', 0, 0, 0, 1, 0, 1, 1], [3, 'White', 'M', 1, '52', 'Mischief', 0, 1, 0, 0, 0, 1, 1], [3, 'White', 'M', 1, '53', 'Mischief', 0, 0, 1, 1, 1, 1, 1], [3, 'White', 'M', 1, '53', 'Mischief', 0, 0, 1, 0, 0, 1, 1], [3, 'White', 'M', 1, '52', 'Mischief', 0, 0, 1, 1, 0, 1, 1], [3, 'White', 'M', 1, '42', 'Mischief', 0, 0, 0, 1, 0, 1, 1], [3, 'White', 'M', 1, '52', 'Mischief', 0, 1, 0, 0, 0, 0, 1], [3, 'White', 'M', 1, '52', 'Mischief', 0, 0, 1, 1, 0, 0, 1], [3, 'White', 'M', 1, '42', 'Mischief', 0, 0, 0, 0, 0, 1, 1]]"
0,Black,M,2,51,Harassment/Threatening,0,0,0,1,0,0,"[[0, 'Black', 'M', 2, '51', 'Harassment/Threatening', 1, 0, 1, 1, 0, 1, 1], [0, 'Black', 'M', 2, '51', 'Harassment/Threatening', 1, 0, 0, 1, 0, 0, 1], [0, 'Black', 'M', 2, '51', 'Harassment/Threatening', 0, 0, 1, 1, 0, 1, 1], [0, 'Black', 'M', 2, '51', 'Harassment/Threatening', 0, 0, 0, 1, 0, 1, 1], [0, 'Black', 'M', 2, '51', 'Harassment/Threatening', 0, 0, 1, 0, 0, 0, 1], [0, 'Black', 'M', 2, '51', 'Harassment/Threatening', 1, 0, 0, 1, 0, 1, 1], [0, 'Black', 'M', 2, '51', 'Harassment/Threatening', 1, 0, 1, 1, 0, 0, 1], [0, 'Black', 'M', 2, '51', 'Harassment/Threatening', 0, 0, 1, 1, 0, 0, 1], [0, 'Black', 'M', 2, '51', 'Harassment/Threatening', 1, 0, 1, 0, 0, 0, 1], [0, 'Black', 'M', 2, '51', 'Harassment/Threatening', 0, 0, 0, 0, 0, 0, 1]]"
0,Black,M,1,12,Police Category - Administrative,0,0,0,0,0,0,"[[0, 'Black', 'M', 1, '53', 'Police Category - Administrative', 0, 0, 1, 1, 1, 0, 1], [0, 'Black', 'M', 1, '53', 'Police Category - Administrative', 0, 0, 1, 0, 0, 1, 1], [0, 'Black', 'M', 1, '53', 'Police Category - Administrative', 1, 0, 1, 0, 0, 0, 1], [0, 'Black', 'M', 1, '53', 'Police Category - Administrative', 1, 0, 1, 0, 0, 1, 1], [0, 'Black', 'M', 1, '53', 'Police Category - Administrative', 1, 1, 1, 1, 1, 0, 1], [0, 'Black', 'M', 1, '53', 'Police Category - Administrative', 0, 0, 1, 0, 0, 1, 1], [0, 'Black', 'M', 1, '53', 'Police Category - Administrative', 0, 0, 1, 0, 0, 0, 1]]"
1,Unknown or Legacy,F,3,51,Assault,0,0,0,0,0,0,"[[1, 'Unknown or Legacy', 'F', 3, '53', 'Assault', 0, 1, 0, 0, 0, 1, 1]]"
